VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-01 00:17:46,2019-01-01 00:30:09,2,2.15,1,N,142,238,1,10.5,0.5,0.5,1,0,0.3,12.8,
2,2019-01-01 00:37:10,2019-01-01 00:44:10,3,1.27,1,N,238,236,1,7,0.5,0.5,1.66,0,0.3,9.96,
2,2019-01-01 00:48:12,2019-01-01 00:55:30,2,1.40,1,N,236,141,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:23:02,2019-01-01 00:47:31,2,6.00,1,N,239,231,1,22.5,0.5,0.5,4.76,0,0.3,28.56,
2,2019-01-01 00:55:50,2019-01-01 01:18:30,2,8.93,1,N,13,262,2,27.5,0.5,0.5,0,0,0.3,28.8,
2,2019-01-01 00:32:41,2019-01-01 00:39:01,1,.77,1,N,114,158,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,2019-01-01 00:43:24,2019-01-01 00:48:27,1,.86,1,N,158,68,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:59:30,2019-01-01 01:28:55,1,7.22,1,N,68,188,1,26,0.5,0.5,5.46,0,0.3,32.76,
1,2019-01-01 00:15:55,2019-01-01 00:33:41,0,2.40,1,N,239,141,2,12.5,0.5,0.5,0,0,0.3,13.8,
1,2019-01-01 00:34:53,2019-01-01 00:44:15,1,1.90,1,N,141,137,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
1,2019-01-01 00:50:01,2019-01-01 01:12:52,1,7.10,1,N,137,159,1,22.5,0.5,0.5,2,0,0.3,25.8,
2,2019-01-01 00:18:02,2019-01-01 00:23:12,1,1.92,1,N,141,263,1,7,0.5,0.5,1,0,0.3,9.3,
2,2019-01-01 00:28:51,2019-01-01 00:37:47,1,1.79,1,N,237,238,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:39:13,2019-01-01 00:53:54,1,2.85,1,N,238,42,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
2,2019-01-01 00:26:52,2019-01-01 00:33:12,1,.98,1,N,237,43,1,6,0.5,0.5,1.82,0,0.3,9.12,
2,2019-01-01 00:42:40,2019-01-01 00:54:40,2,1.47,1,N,161,140,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:29:57,2019-01-01 00:43:42,2,.69,1,N,68,234,1,9.5,0.5,0.5,2,0,0.3,12.8,
2,2019-01-01 00:48:11,2019-01-01 01:01:36,2,1.87,1,N,234,246,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
1,2019-01-01 00:23:53,2019-01-01 00:47:38,2,3.10,1,N,68,237,2,16,0.5,0.5,0,0,0.3,17.3,
1,2019-01-01 00:50:23,2019-01-01 00:59:22,1,2.00,1,N,237,162,1,9,0.5,0.5,3.05,0,0.3,13.35,
2,2019-01-01 00:29:09,2019-01-01 00:44:53,1,2.69,1,N,142,262,1,12.5,0.5,0.5,3.45,0,0.3,17.25,
2,2019-01-01 00:51:36,2019-01-01 00:55:55,1,.90,1,N,75,238,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,2019-01-01 00:05:41,2019-01-01 00:11:01,1,1.67,1,N,141,137,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
1,2019-01-01 00:45:46,2019-01-01 01:08:59,2,2.20,1,N,68,48,1,15.5,0.5,0.5,3.35,0,0.3,20.15,
2,2019-01-01 00:20:25,2019-01-01 00:32:20,2,3.52,1,N,107,209,2,13,0.5,0.5,0,0,0.3,14.3,
2,2019-01-01 00:41:50,2019-01-01 01:00:06,1,5.26,1,N,209,181,1,17.5,0.5,0.5,3.76,0,0.3,22.56,
2,2019-01-01 00:12:40,2019-01-01 00:18:03,1,.49,1,N,161,161,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:23:59,2019-01-01 00:27:02,1,.47,1,N,161,229,1,4,0.5,0.5,1.59,0,0.3,6.89,
2,2019-01-01 00:27:48,2019-01-01 00:35:13,1,1.85,1,N,229,236,1,8,0.5,0.5,2,0,0.3,11.3,
2,2019-01-01 00:42:08,2019-01-01 00:44:30,1,.60,1,N,236,263,1,4,0.5,0.5,1.06,0,0.3,6.36,
2,2019-01-01 00:52:23,2019-01-01 00:55:10,1,.72,1,N,263,141,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
1,2019-01-01 00:07:33,2019-01-01 00:20:17,1,2.00,1,N,68,144,1,10,0.5,0.5,3.35,0,0.3,14.65,
1,2019-01-01 00:26:20,2019-01-01 00:34:54,1,1.20,1,N,211,90,1,7.5,0.5,0.5,1.75,0,0.3,10.55,
1,2019-01-01 00:36:13,2019-01-01 00:41:22,2,.90,1,N,90,246,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,2019-01-01 00:43:51,2019-01-01 00:57:01,3,1.10,1,N,68,48,1,9.5,0.5,0.5,2,0,0.3,12.8,
2,2019-01-01 00:25:55,2019-01-01 00:46:43,1,2.30,1,N,79,164,1,14,0.5,0.5,3.06,0,0.3,18.36,
2,2019-01-01 00:49:27,2019-01-01 01:01:38,1,1.11,1,N,100,234,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:25:57,2019-01-01 00:48:07,1,4.93,1,N,68,25,1,18.5,0.5,0.5,3.96,0,0.3,23.76,
2,2019-01-01 00:15:50,2019-01-01 00:30:11,1,3.40,1,N,151,161,1,13.5,0.5,0.5,2.96,0,0.3,17.76,
2,2019-01-01 00:33:40,2019-01-01 00:41:47,1,1.00,1,N,161,163,2,7,0.5,0.5,0,0,0.3,8.3,
2,2019-01-01 00:43:42,2019-01-01 00:58:10,1,2.23,1,N,142,141,1,11.5,0.5,0.5,3.2,0,0.3,16,
1,2019-01-01 00:03:17,2019-01-01 00:22:52,1,1.00,1,N,164,186,2,12.5,0.5,0.5,0,0,0.3,13.8,
1,2019-01-01 00:28:46,2019-01-01 00:47:13,1,1.60,1,N,186,48,2,12.5,0.5,0.5,0,0,0.3,13.8,
1,2019-01-01 00:52:39,2019-01-01 00:59:21,1,2.00,1,N,48,238,1,8,0.5,0.5,1.86,0,0.3,11.16,
1,2019-01-01 00:22:23,2019-01-01 00:31:29,3,2.10,1,N,264,244,2,9.5,0.5,0.5,0,0,0.3,10.8,
1,2019-01-01 00:42:16,2019-01-01 00:46:08,4,.60,1,N,166,151,1,5,0.5,0.5,0.7,0,0.3,7,
1,2019-01-01 00:52:21,2019-01-01 00:56:37,3,.70,1,N,239,143,1,5,0.5,0.5,1.55,0,0.3,7.85,
2,2019-01-01 00:33:02,2019-01-01 00:45:09,2,1.68,1,N,231,79,1,9.5,0.5,0.5,2.7,0,0.3,13.5,
2,2019-01-01 00:47:09,2019-01-01 01:17:31,2,7.19,1,N,79,41,1,26,0.5,0.5,5,0,0.3,32.3,
2,2019-01-01 00:23:14,2019-01-01 00:43:00,2,4.04,1,N,234,263,2,15.5,0.5,0.5,0,0,0.3,16.8,
2,2019-01-01 00:43:33,2019-01-01 00:47:29,2,1.30,1,N,263,74,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:52:23,2019-01-01 01:13:46,2,6.77,1,N,74,68,1,22.5,0.5,0.5,2,0,0.3,25.8,
1,2019-01-01 00:11:11,2019-01-01 00:15:50,1,.80,1,N,24,238,1,5.5,0.5,0.5,1.7,0,0.3,8.5,
1,2019-01-01 00:22:56,2019-01-01 00:38:17,1,2.20,1,N,239,50,1,12,0.5,0.5,2,0,0.3,15.3,
1,2019-01-01 00:43:38,2019-01-01 00:56:12,2,3.10,1,N,50,24,1,12,0.5,0.5,2.65,0,0.3,15.95,
1,2019-01-01 00:16:25,2019-01-01 00:21:22,1,.70,1,N,161,229,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,2019-01-01 00:30:40,2019-01-01 00:43:34,2,1.30,1,N,161,170,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:14:48,2019-01-01 00:22:57,5,2.37,1,N,137,141,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:28:58,2019-01-01 00:39:52,5,2.89,1,N,141,166,1,11,0.5,0.5,2.46,0,0.3,14.76,
1,2019-01-01 00:11:02,2019-01-01 00:17:25,3,1.00,1,N,237,140,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
1,2019-01-01 00:20:46,2019-01-01 00:28:09,3,1.50,1,N,262,229,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,2019-01-01 00:17:36,2019-01-01 00:37:33,1,2.78,1,N,79,48,1,14.5,0.5,0.5,3.16,0,0.3,18.96,
2,2019-01-01 00:43:07,2019-01-01 01:05:13,1,3.12,1,N,48,163,1,16,0.5,0.5,3.46,0,0.3,20.76,
2,2019-01-01 00:26:54,2019-01-01 00:39:16,2,2.05,1,N,114,231,1,9.5,0.5,0.5,0.2,0,0.3,11,
2,2019-01-01 00:45:21,2019-01-01 00:48:42,3,1.13,1,N,231,114,1,5,0.5,0.5,1.26,0,0.3,7.56,
2,2019-01-01 00:50:02,2019-01-01 01:01:19,3,2.06,1,N,114,261,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:26:51,2019-01-01 00:30:55,1,1.17,1,N,211,234,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:42:54,2019-01-01 00:52:47,2,.75,1,N,68,246,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:53:43,2019-01-01 01:09:15,2,2.06,1,N,246,170,2,11,0.5,0.5,0,0,0.3,12.3,
1,2019-01-01 00:12:24,2019-01-01 00:21:23,2,.90,1,N,48,246,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,2019-01-01 00:22:03,2019-01-01 00:48:27,2,1.90,1,N,246,164,1,16,0.5,0.5,3.45,0,0.3,20.75,
1,2019-01-01 00:28:49,2019-01-01 00:32:31,1,.30,1,N,148,79,1,4.5,0.5,0.5,1.4,0,0.3,7.2,
1,2019-01-01 00:35:07,2019-01-01 00:39:59,1,.60,1,N,79,79,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,2019-01-01 00:54:08,2019-01-01 01:21:59,1,4.30,1,N,234,162,1,20,0.5,0.5,2,0,0.3,23.3,
2,2018-12-31 23:59:06,2019-01-01 00:00:00,1,.33,1,N,42,42,2,3,0.5,0.5,0,0,0.3,4.3,
2,2019-01-01 00:26:23,2019-01-01 00:34:58,1,2.21,1,N,239,166,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:42:33,2019-01-01 01:25:20,1,16.69,1,N,238,14,1,49.5,0.5,0.5,11.31,5.76,0.3,67.87,
2,2019-01-01 00:32:31,2019-01-01 01:20:16,2,11.13,1,N,90,54,1,39.5,0.5,0.5,0,0,0.3,40.8,
2,2019-01-01 00:30:29,2019-01-01 00:34:17,2,.39,1,N,114,79,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
2,2019-01-01 00:38:56,2019-01-01 00:59:31,3,4.38,1,N,79,140,2,17.5,0.5,0.5,0,0,0.3,18.8,
2,2019-01-01 00:29:06,2019-01-01 00:38:18,4,.96,1,N,234,164,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:52:25,2019-01-01 00:58:35,3,.22,1,N,170,161,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:22:42,2019-01-01 00:49:27,2,4.59,1,N,264,264,1,19.5,0.5,0.5,4,0,0.3,24.8,
2,2019-01-01 00:58:32,2019-01-01 01:14:29,2,5.92,1,N,140,87,1,18.5,0.5,0.5,4,0,0.3,23.8,
2,2019-01-01 00:18:32,2019-01-01 00:25:18,2,1.31,1,N,43,162,2,7,0.5,0.5,0,0,0.3,8.3,
2,2019-01-01 00:29:19,2019-01-01 00:32:50,2,.71,1,N,162,237,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
2,2019-01-01 00:33:48,2019-01-01 00:37:41,2,.75,1,N,237,229,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:45:51,2019-01-01 00:59:05,2,1.53,1,N,107,148,2,9.5,0.5,0.5,0,0,0.3,10.8,
4,2019-01-01 00:29:38,2019-01-01 00:39:59,1,1.00,1,N,249,79,2,8,0.5,0.5,0,0,0.3,9.3,
4,2019-01-01 00:41:52,2019-01-01 00:46:30,1,.70,1,N,107,107,1,5,0.5,0.5,1.89,0,0.3,8.19,
4,2019-01-01 00:52:26,2019-01-01 01:04:54,1,1.62,1,N,164,163,1,9.5,0.5,0.5,1,0,0.3,11.8,
2,2019-01-01 00:16:52,2019-01-01 00:22:11,1,1.21,1,N,142,238,1,6,0.5,0.5,1.1,0,0.3,8.4,
2,2019-01-01 00:28:33,2019-01-01 00:40:26,1,5.96,1,N,239,244,1,18,0.5,0.5,5,0,0.3,24.3,
2,2019-01-01 00:56:54,2019-01-01 01:00:37,1,.59,1,N,239,239,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,2019-01-01 00:40:00,2019-01-01 01:02:22,1,2.71,1,N,162,68,1,15,0.5,0.5,0,0,0.3,16.3,
1,2019-01-01 00:31:39,2019-01-01 00:54:31,2,9.80,1,N,107,243,1,29.5,0.5,0.5,9.2,0,0.3,40,
2,2019-01-01 00:20:03,2019-01-01 00:26:22,6,1.16,1,N,43,162,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:48:55,2019-01-01 00:57:43,5,1.58,1,N,162,237,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:09:20,2019-01-01 00:26:43,1,3.97,1,N,234,239,2,15.5,0.5,0.5,0,0,0.3,16.8,
2,2019-01-01 00:28:16,2019-01-01 00:32:32,1,1.60,1,N,239,166,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:33:27,2019-01-01 00:44:02,1,2.27,1,N,166,236,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,2019-01-01 00:52:05,2019-01-01 01:00:05,1,1.65,1,N,237,236,2,8,0.5,0.5,0,0,0.3,9.3,
2,2019-01-01 00:11:35,2019-01-01 00:27:48,1,6.72,1,N,237,87,2,21,0.5,0.5,0,0,0.3,22.3,
2,2019-01-01 00:30:50,2019-01-01 00:48:41,1,5.53,1,N,88,164,2,19.5,0.5,0.5,0,0,0.3,20.8,
2,2019-01-01 00:56:11,2019-01-01 01:02:12,1,1.41,1,N,164,163,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:28:25,2019-01-01 01:00:19,2,5.35,1,N,107,181,1,23.5,0.5,0.5,6.2,0,0.3,31,
2,2019-01-01 00:39:34,2019-01-01 00:52:05,1,1.33,1,N,249,125,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:54:35,2019-01-01 01:02:31,1,1.11,1,N,114,90,2,7,0.5,0.5,0,0,0.3,8.3,
1,2019-01-01 00:21:17,2019-01-01 00:36:45,1,3.10,1,N,50,249,1,13,0.5,0.5,2.85,0,0.3,17.15,
1,2019-01-01 00:40:30,2019-01-01 01:00:21,1,1.90,1,N,68,137,1,13,0.5,0.5,2.85,0,0.3,17.15,
1,2019-01-01 00:15:00,2019-01-01 00:21:49,1,1.10,1,N,79,148,1,6,0.5,0.5,1.45,0,0.3,8.75,
1,2019-01-01 00:28:23,2019-01-01 00:45:50,1,4.90,1,N,79,145,1,16.5,0.5,0.5,4.45,0,0.3,22.25,
1,2019-01-01 00:20:58,2019-01-01 00:23:24,1,1.10,1,N,234,90,1,3.5,0.5,0.5,1.4,0,0.3,6.2,
1,2019-01-01 00:28:06,2019-01-01 00:39:13,2,1.40,1,N,234,114,1,9,0.5,0.5,1.24,0,0.3,11.54,
1,2019-01-01 00:41:08,2019-01-01 00:57:23,1,4.00,1,N,114,263,1,14.5,0.5,0.5,3.16,0,0.3,18.96,
1,2019-01-01 00:59:00,2019-01-01 01:16:38,2,3.90,1,N,236,42,1,15.5,0.5,0.5,5,0,0.3,21.8,
2,2019-01-01 00:24:13,2019-01-01 00:54:54,1,4.73,1,N,142,107,1,21.5,0.5,0.5,3,0,0.3,25.8,
2,2019-01-01 00:56:12,2019-01-01 01:07:00,1,1.15,1,N,107,79,1,8.5,0.5,0.5,5,0,0.3,14.8,
2,2019-01-01 00:20:07,2019-01-01 00:27:39,1,1.40,1,N,100,249,2,7,0.5,0.5,0,0,0.3,8.3,
2,2019-01-01 00:35:11,2019-01-01 00:48:18,1,1.37,1,N,234,170,1,9.5,0.5,0.5,3.24,0,0.3,14.04,
2,2019-01-01 00:57:02,2019-01-01 01:20:54,1,3.77,1,N,164,87,1,17,0.5,0.5,3.66,0,0.3,21.96,
2,2019-01-01 00:37:09,2019-01-01 00:51:13,2,2.05,1,N,234,4,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,2019-01-01 00:10:24,2019-01-01 00:26:40,1,2.77,1,N,263,170,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,2019-01-01 00:37:30,2019-01-01 00:52:13,1,2.60,1,N,233,113,1,11.5,0.5,0.5,0.07,0,0.3,12.87,
2,2019-01-01 00:54:06,2019-01-01 00:55:15,1,.33,1,N,234,90,1,3,0.5,0.5,0.86,0,0.3,5.16,
2,2019-01-01 00:57:03,2019-01-01 01:16:12,1,2.06,1,N,234,148,1,13,0.5,0.5,5,0,0.3,19.3,
2,2019-01-01 00:23:08,2019-01-01 00:57:17,1,4.47,1,N,211,142,1,22.5,0.5,0.5,3,0,0.3,26.8,
2,2019-01-01 00:17:09,2019-01-01 00:32:12,1,3.66,1,N,48,236,2,14,0.5,0.5,0,0,0.3,15.3,
2,2019-01-01 00:46:56,2019-01-01 01:00:31,1,1.93,1,N,142,246,2,10,0.5,0.5,0,0,0.3,11.3,
1,2019-01-01 00:45:31,2019-01-01 00:54:36,1,1.00,1,N,261,261,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,2019-01-01 00:57:32,2019-01-01 01:04:17,4,1.30,1,N,261,144,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,2019-01-01 00:12:16,2019-01-01 00:38:13,1,15.50,1,N,75,130,1,42.5,0.5,0.5,0,5.76,0.3,49.56,
2,2019-01-01 00:08:35,2019-01-01 00:20:56,2,2.87,1,N,239,246,1,12,0.5,0.5,2.66,0,0.3,15.96,
2,2019-01-01 00:39:25,2019-01-01 00:56:34,2,1.43,1,N,90,137,1,11.5,0.5,0.5,2.56,0,0.3,15.36,
2,2019-01-01 00:57:41,2019-01-01 01:08:02,2,1.03,1,N,137,186,1,8,0.5,0.5,1,0,0.3,10.3,
2,2019-01-01 00:10:17,2019-01-01 00:24:37,5,1.78,1,N,90,90,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,2019-01-01 00:25:31,2019-01-01 00:37:38,5,1.96,1,N,90,229,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,2019-01-01 00:43:43,2019-01-01 00:50:22,5,1.33,1,N,170,79,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
1,2019-01-01 00:36:35,2019-01-01 00:39:21,1,.50,1,N,234,113,2,4,0.5,0.5,0,0,0.3,5.3,
1,2019-01-01 00:42:34,2019-01-01 01:11:32,1,3.20,1,N,249,161,2,19,0.5,0.5,0,0,0.3,20.3,
1,2019-01-01 00:36:42,2019-01-01 01:03:43,1,5.50,1,N,179,256,1,22,0.5,0.5,30,0,0.3,53.3,
2,2019-01-01 00:16:15,2019-01-01 00:17:13,5,.07,1,N,237,236,1,2.5,0.5,0.5,1,0,0.3,4.8,
2,2019-01-01 00:32:58,2019-01-01 00:42:17,4,1.77,1,N,237,233,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:51:55,2019-01-01 01:13:23,5,1.27,1,N,161,230,1,13.5,0.5,0.5,3.7,0,0.3,18.5,
2,2019-01-01 00:34:25,2019-01-01 00:54:26,3,8.41,1,N,132,63,2,25.5,0.5,0.5,0,0,0.3,26.8,
1,2019-01-01 00:21:36,2019-01-01 00:31:36,1,2.90,1,N,163,238,1,11,0.5,0.5,2.45,0,0.3,14.75,
1,2019-01-01 00:33:49,2019-01-01 00:39:38,2,1.00,1,N,238,239,1,6.5,0.5,0.5,1.55,0,0.3,9.35,
1,2019-01-01 00:47:21,2019-01-01 00:48:49,1,.00,1,N,142,142,2,3,0.5,0.5,0,0,0.3,4.3,
1,2019-01-01 00:32:54,2019-01-01 00:55:44,1,5.70,1,N,7,107,2,20.5,0.5,0.5,0,0,0.3,21.8,
2,2019-01-01 00:28:39,2019-01-01 00:37:39,2,1.41,1,N,114,107,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:41:41,2019-01-01 00:50:30,2,1.38,1,N,107,125,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:52:47,2019-01-01 01:26:28,1,6.32,1,N,249,75,1,25.5,0.5,0.5,5.36,0,0.3,32.16,
1,2019-01-01 00:27:24,2019-01-01 00:37:51,3,2.40,1,N,148,233,1,10,0.5,0.5,0.06,0,0.3,11.36,
1,2019-01-01 00:53:34,2019-01-01 01:02:24,3,2.30,1,N,229,263,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:05:19,2019-01-01 00:07:31,1,.52,1,N,170,233,1,4,0.5,0.5,1.32,0,0.3,6.62,
2,2019-01-01 00:20:14,2019-01-01 00:27:38,1,1.94,1,N,161,137,1,8,0.5,0.5,2.32,0,0.3,11.62,
2,2019-01-01 00:37:13,2019-01-01 00:50:34,1,1.96,1,N,79,158,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,2019-01-01 00:52:14,2019-01-01 01:00:54,1,1.65,1,N,158,90,1,8,0.5,0.5,11.11,0,0.3,20.41,
1,2019-01-01 00:56:12,2019-01-01 01:15:22,2,2.90,1,N,100,142,1,14,0.5,0.5,3.05,0,0.3,18.35,
1,2019-01-01 00:14:41,2019-01-01 00:35:07,1,2.00,1,N,249,170,1,13.5,0.5,0.5,2.95,0,0.3,17.75,
1,2019-01-01 00:46:46,2019-01-01 00:52:52,1,.60,1,N,90,68,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
1,2019-01-01 00:55:01,2019-01-01 01:06:29,1,1.40,1,N,68,234,2,8.5,0.5,0.5,0,0,0.3,9.8,
2,2019-01-01 00:17:45,2019-01-01 00:19:21,2,.34,1,N,162,162,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,2019-01-01 00:32:34,2019-01-01 00:38:36,2,1.75,1,N,237,236,2,7,0.5,0.5,0,0,0.3,8.3,
2,2019-01-01 00:40:22,2019-01-01 00:46:57,2,1.12,1,N,236,262,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:31:53,2019-01-01 00:42:47,1,1.75,1,N,249,79,2,8.5,0.5,0.5,0,0,0.3,9.8,
2,2019-01-01 00:43:35,2019-01-01 00:59:38,1,3.00,1,N,79,13,2,13,0.5,0.5,0,0,0.3,14.3,
1,2019-01-01 00:47:37,2019-01-01 01:14:03,3,3.30,1,N,169,168,1,18,0.5,0.5,0,0,0.3,19.3,
2,2019-01-01 00:24:47,2019-01-01 00:28:21,1,.49,1,N,265,141,1,4.5,0.5,0.5,0,0,0.3,5.8,
2,2019-01-01 00:30:29,2019-01-01 00:46:20,1,4.79,1,N,141,152,1,16,0.5,0.5,4.33,0,0.3,21.63,
2,2019-01-01 00:48:49,2019-01-01 01:06:10,1,5.65,1,N,152,50,1,19.5,0.5,0.5,4.16,0,0.3,24.96,
1,2019-01-01 00:07:00,2019-01-01 00:10:58,2,.80,1,N,45,87,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,2019-01-01 00:18:25,2019-01-01 00:46:30,1,13.70,1,N,45,73,2,39.5,0.5,0.5,0,0,0.3,40.8,
2,2019-01-01 01:16:30,2019-01-01 01:25:29,2,1.59,1,N,164,68,2,8,0.5,0.5,0,0,0.3,9.3,
2,2019-01-01 01:25:48,2019-01-01 01:38:06,2,2.31,1,N,68,233,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 01:43:19,2019-01-01 01:53:49,2,1.86,1,N,137,230,1,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 01:56:04,2019-01-01 02:10:20,2,1.17,1,N,230,233,1,10,0.5,0.5,2.82,0,0.3,14.12,
2,2019-01-01 00:24:34,2019-01-01 00:54:51,4,4.94,1,N,107,74,1,21.5,0.5,0.5,4.56,0,0.3,27.36,
2,2019-01-01 00:37:00,2019-01-01 00:45:19,1,1.29,1,N,68,162,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:11:24,2019-01-01 00:16:29,6,1.37,1,N,236,151,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
2,2019-01-01 00:19:09,2019-01-01 00:28:39,6,2.08,1,N,151,142,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:32:30,2019-01-01 00:45:12,6,2.60,1,N,142,236,1,11.5,0.5,0.5,1.92,0,0.3,14.72,
2,2019-01-01 00:51:03,2019-01-01 00:59:40,1,1.64,1,N,113,186,1,8,0.5,0.5,1.86,0,0.3,11.16,
1,2019-01-01 00:07:41,2019-01-01 00:24:13,1,5.60,1,N,249,24,1,18,0.5,0.5,3.85,0,0.3,23.15,
1,2019-01-01 00:26:03,2019-01-01 00:51:26,1,8.30,1,N,166,4,2,26.5,0.5,0.5,0,0,0.3,27.8,
1,2019-01-01 00:53:06,2019-01-01 01:00:45,1,1.20,1,N,4,114,1,7,0.5,0.5,3,0,0.3,11.3,
1,2019-01-01 00:06:03,2019-01-01 00:23:04,2,2.30,1,N,48,229,2,12.5,0.5,0.5,0,0,0.3,13.8,
1,2019-01-01 00:41:59,2019-01-01 00:59:00,3,.80,1,N,161,164,2,11,0.5,0.5,0,0,0.3,12.3,
2,2019-01-01 00:16:33,2019-01-01 00:32:31,1,3.75,1,N,79,262,2,14,0.5,0.5,0,0,0.3,15.3,
2,2019-01-01 00:36:26,2019-01-01 00:42:10,1,.90,1,N,262,237,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:44:31,2019-01-01 00:55:36,1,2.18,1,N,237,170,1,10,0.5,0.5,2.26,0,0.3,13.56,
1,2019-01-01 00:12:49,2019-01-01 00:15:56,2,1.00,1,N,229,141,2,5,0.5,0.5,0,0,0.3,6.3,
1,2019-01-01 00:39:03,2019-01-01 00:56:09,3,1.90,1,N,162,234,2,11.5,0.5,0.5,0,0,0.3,12.8,
1,2019-01-01 00:05:06,2019-01-01 00:11:25,1,1.50,1,N,137,229,2,7,0.5,0.5,0,0,0.3,8.3,
1,2019-01-01 00:20:47,2019-01-01 00:44:09,1,9.60,1,N,170,197,2,28.5,0.5,0.5,0,5.76,0.3,35.56,
2,2019-01-01 00:08:37,2019-01-01 00:23:47,2,3.57,1,N,107,262,1,13.5,0.5,0.5,2.96,0,0.3,17.76,
2,2019-01-01 00:33:35,2019-01-01 00:52:55,2,2.40,1,N,141,48,1,13.5,0.5,0.5,2.96,0,0.3,17.76,
2,2019-01-01 00:54:05,2019-01-01 01:12:20,3,3.13,1,N,48,162,1,14,0.5,0.5,3.06,0,0.3,18.36,
2,2019-01-01 00:28:50,2019-01-01 00:36:51,2,2.40,1,N,229,262,2,9,0.5,0.5,0,0,0.3,10.3,
2,2019-01-01 00:42:28,2019-01-01 00:51:34,2,3.24,1,N,263,159,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,2019-01-01 00:20:09,2019-01-01 00:39:34,1,3.00,1,N,161,79,2,14,0.5,0.5,0,0,0.3,15.3,
