VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-01 00:31:21,2019-01-01 00:42:16,2,1.35,1,N,237,170,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:46:15,2019-01-01 01:16:27,2,9.60,1,N,170,243,1,31,0.5,0.5,8.08,0,0.3,40.38,
2,2019-01-01 00:00:49,2019-01-01 00:11:39,1,4.39,1,N,236,226,2,13.5,0.5,0.5,0,0,0.3,17.3,
2,2019-01-01 00:46:22,2019-01-01 00:54:20,2,1.69,1,N,141,263,1,8,0.5,0.5,1.4,0,0.3,10.7,
2,2019-01-01 00:55:17,2019-01-01 01:08:51,1,3.10,1,N,263,41,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,2019-01-01 00:08:48,2019-01-01 00:37:14,1,17.03,1,N,238,259,2,46.5,0.5,0.5,0,0,0.3,47.8,
2,2019-01-01 00:18:15,2019-01-01 00:32:19,1,7.38,1,N,132,95,2,21.5,0.5,0.5,0,0,0.3,22.8,
2,2019-01-01 00:44:39,2019-01-01 01:13:24,1,14.87,1,N,134,262,1,41.5,0.5,0.5,0,5.76,0.3,48.56,
2,2018-12-31 23:59:47,2019-01-01 00:13:02,1,4.46,1,N,65,79,2,15,0.5,0.5,0,0,0.3,16.3,
2,2019-01-01 00:34:03,2019-01-01 00:56:45,1,11.01,1,N,107,243,1,31.5,0.5,0.5,8.2,0,0.3,41,
2,2019-01-01 00:12:47,2019-01-01 00:24:46,2,1.27,1,N,137,90,1,9,0.5,0.5,2,0,0.3,12.3,
2,2019-01-01 00:26:47,2019-01-01 00:37:03,1,1.18,1,N,186,246,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:45:59,2019-01-01 00:49:01,2,.68,1,N,68,68,1,4.5,0.5,0.5,1,0,0.3,6.8,
2,2019-01-01 00:54:01,2019-01-01 00:59:11,2,.85,1,N,68,234,1,5,0.5,0.5,1,0,0.3,7.3,
2,2019-01-01 01:00:00,2019-01-01 01:11:43,3,1.32,1,N,234,79,1,9,0.5,0.5,2.06,0,0.3,12.36,
1,2019-01-01 00:11:16,2019-01-01 00:27:17,2,2.60,1,N,68,142,2,12,0.5,0.5,0,0,0.3,13.3,
1,2019-01-01 00:30:51,2019-01-01 00:49:12,2,1.60,1,N,43,48,2,12,0.5,0.5,0,0,0.3,13.3,
2,2019-01-01 00:27:04,2019-01-01 00:32:56,1,1.15,1,N,43,236,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:36:30,2019-01-01 00:45:20,1,1.73,1,N,236,238,1,8,0.5,0.5,1,0,0.3,10.3,
2,2019-01-01 00:58:25,2019-01-01 01:28:28,1,4.64,1,N,239,113,2,20.5,0.5,0.5,0,0,0.3,21.8,
2,2019-01-01 00:30:51,2019-01-01 00:41:14,1,.96,1,N,148,232,2,8,0.5,0.5,0,0,0.3,9.3,
2,2019-01-01 00:54:03,2019-01-01 01:17:42,1,3.98,1,N,232,186,1,17.5,0.5,0.5,0,0,0.3,18.8,
1,2019-01-01 00:12:13,2019-01-01 00:33:13,1,5.80,1,N,261,161,1,21.5,0.5,0.5,6.8,0,0.3,29.6,
2,2019-01-01 00:31:57,2019-01-01 00:35:09,2,.79,1,N,143,239,1,5,0.5,0.5,3,0,0.3,9.3,
2,2019-01-01 00:37:19,2019-01-01 00:40:20,2,.72,1,N,238,151,1,4.5,0.5,0.5,1.45,0,0.3,7.25,
2,2019-01-01 00:43:46,2019-01-01 00:51:25,2,1.79,1,N,151,142,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,2019-01-01 00:52:04,2019-01-01 01:00:43,2,2.47,1,N,142,166,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,2019-01-01 00:48:22,2019-01-01 00:55:12,1,1.67,1,N,229,236,1,7,0.5,0.5,2.49,0,0.3,10.79,
2,2019-01-01 00:21:37,2019-01-01 00:23:54,2,.45,1,N,114,211,1,3.5,0.5,0.5,0.96,0,0.3,5.76,
2,2019-01-01 00:27:46,2019-01-01 01:02:04,2,6.93,1,N,211,238,2,27.5,0.5,0.5,0,0,0.3,28.8,
1,2019-01-01 00:20:59,2019-01-01 00:34:47,2,3.00,1,N,161,238,2,12.5,0.5,0.5,0,0,0.3,13.8,
1,2019-01-01 00:38:41,2019-01-01 00:51:03,2,2.00,1,N,239,237,1,10,0.5,0.5,3.35,0,0.3,14.65,
1,2019-01-01 00:55:46,2019-01-01 01:02:22,2,1.20,1,N,237,239,1,7,0.5,0.5,1,0,0.3,9.3,
2,2019-01-01 00:54:36,2019-01-01 01:11:21,1,2.63,1,N,229,234,1,12.5,0.5,0.5,4.14,0,0.3,17.94,
2,2019-01-01 00:19:44,2019-01-01 00:33:43,2,1.75,1,N,107,246,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,2019-01-01 00:39:08,2019-01-01 00:45:55,1,.92,1,N,246,90,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
2,2019-01-01 00:49:39,2019-01-01 01:11:34,2,4.07,1,N,90,236,1,17,0.5,0.5,3.29,0,0.3,21.59,
2,2019-01-01 00:17:27,2019-01-01 00:39:13,1,1.49,1,N,246,48,1,13.5,0.5,0.5,3.7,0,0.3,18.5,
2,2019-01-01 00:41:01,2019-01-01 00:53:23,1,2.59,1,N,48,238,2,11,0.5,0.5,0,0,0.3,12.3,
2,2019-01-01 00:58:51,2019-01-01 01:17:13,1,4.19,1,N,238,68,1,16,0.5,0.5,3.7,0,0.3,21,
1,2019-01-01 00:05:14,2019-01-01 00:29:37,2,9.10,1,N,141,241,1,27.5,0.5,0.5,8.6,0,0.3,37.4,
1,2019-01-01 00:54:43,2019-01-01 00:59:06,2,.70,1,N,239,239,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:15:11,2019-01-01 00:20:03,1,.93,1,N,163,229,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,2019-01-01 00:47:34,2019-01-01 01:01:52,1,1.83,1,N,162,234,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,2019-01-01 00:13:29,2019-01-01 00:39:42,2,3.52,1,N,237,113,1,18,0.5,0.5,3.86,0,0.3,23.16,
2,2019-01-01 00:08:38,2019-01-01 00:16:28,5,1.93,1,N,140,236,1,8.5,0.5,0.5,2.45,0,0.3,12.25,
2,2019-01-01 00:18:13,2019-01-01 00:45:57,6,3.99,1,N,236,90,1,20,0.5,0.5,4.26,0,0.3,25.56,
2,2019-01-01 00:50:36,2019-01-01 01:01:51,5,1.12,1,N,234,79,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
1,2019-01-01 00:24:43,2019-01-01 00:28:04,1,.60,1,N,114,158,2,4.5,0.5,0.5,0,0,0.3,5.8,
1,2019-01-01 00:48:13,2019-01-01 01:07:14,1,2.20,1,N,90,4,2,13,0.5,0.5,0,0,0.3,14.3,
2,2019-01-01 00:19:25,2019-01-01 00:27:59,1,1.77,1,N,142,151,1,8,0.5,0.5,2.79,0,0.3,12.09,
2,2019-01-01 00:29:44,2019-01-01 00:39:58,1,2.65,1,N,151,237,1,10.5,0.5,0.5,2,0,0.3,13.8,
2,2019-01-01 00:44:06,2019-01-01 00:47:30,1,.33,1,N,237,237,2,4,0.5,0.5,0,0,0.3,5.3,
1,2019-01-01 00:30:41,2019-01-01 00:32:07,1,.50,1,N,79,79,2,3.5,0.5,0.5,0,0,0.3,4.8,
1,2019-01-01 00:36:06,2019-01-01 00:55:30,3,5.40,1,Y,79,112,2,18.5,0.5,0.5,0,0,0.3,19.8,
1,2019-01-01 00:38:49,2019-01-01 00:46:33,1,.90,1,N,158,113,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
1,2019-01-01 00:49:26,2019-01-01 00:54:06,1,.70,1,N,113,79,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,2019-01-01 00:55:44,2019-01-01 01:06:21,1,2.10,1,N,79,229,1,9.5,0.5,0.5,2,0,0.3,12.8,
2,2019-01-01 00:41:13,2019-01-01 01:06:10,4,7.23,1,N,65,141,1,24,0.5,0.5,5.56,0,0.3,33.36,
1,2019-01-01 00:38:42,2019-01-01 01:02:15,2,2.50,1,N,186,143,1,15.5,0.5,0.5,1,0,0.3,17.8,
1,2019-01-01 00:23:17,2019-01-01 00:33:22,4,1.80,1,N,142,238,2,9,0.5,0.5,0,0,0.3,10.3,
1,2019-01-01 00:37:15,2019-01-01 00:41:11,2,.70,1,N,238,239,1,5,0.5,0.5,1.85,0,0.3,8.15,
1,2019-01-01 00:42:42,2019-01-01 00:48:02,2,.90,1,N,239,143,1,5.5,0.5,0.5,1.7,0,0.3,8.5,
1,2019-01-01 00:50:45,2019-01-01 01:12:46,2,3.40,1,N,143,141,2,16,0.5,0.5,0,0,0.3,17.3,
2,2019-01-01 00:37:48,2019-01-01 00:53:37,1,1.80,1,N,161,137,1,11,0.5,0.5,2,0,0.3,14.3,
2,2019-01-01 00:18:28,2019-01-01 00:31:46,1,.61,1,N,48,48,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,2019-01-01 00:35:12,2019-01-01 01:13:34,1,7.47,1,N,48,49,1,28.5,0.5,0.5,0.19,0,0.3,29.99,
1,2019-01-01 00:19:27,2019-01-01 00:51:26,1,3.40,1,N,50,107,1,20.5,0.5,0.5,4.35,0,0.3,26.15,
1,2019-01-01 00:54:19,2019-01-01 01:00:14,1,.70,1,N,79,148,2,6,0.5,0.5,0,0,0.3,7.3,
2,2019-01-01 00:10:20,2019-01-01 00:25:19,1,2.36,1,N,170,114,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:29:17,2019-01-01 00:39:16,1,1.61,1,N,114,232,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:47:45,2019-01-01 01:01:18,1,2.55,1,N,148,170,1,11,0.5,0.5,2.46,0,0.3,14.76,
1,2019-01-01 00:28:57,2019-01-01 00:45:03,1,2.30,1,N,170,141,1,12,0.5,0.5,2.66,0,0.3,15.96,
1,2019-01-01 00:46:22,2019-01-01 00:52:39,1,2.00,1,N,141,75,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,2019-01-01 00:12:31,2019-01-01 00:18:50,1,.88,1,N,107,113,1,6,0.5,0.5,0.73,0,0.3,8.03,
2,2019-01-01 00:24:26,2019-01-01 00:34:41,1,1.91,1,N,113,137,1,9,0.5,0.5,2.06,0,0.3,14.31,
2,2019-01-01 00:46:27,2019-01-01 00:55:18,1,.79,1,N,164,170,1,7,0.5,0.5,2.08,0,0.3,10.38,
2,2019-01-01 00:21:24,2019-01-01 00:35:35,2,1.93,1,N,43,233,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:23:17,2019-01-01 00:33:29,3,1.47,1,N,161,140,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:35:05,2019-01-01 00:37:59,2,.71,1,N,140,140,1,4.5,0.5,0.5,1.74,0,0.3,7.54,
2,2019-01-01 00:40:28,2019-01-01 00:47:46,2,1.28,1,N,140,236,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:48:41,2019-01-01 00:55:18,2,.93,1,N,236,236,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
1,2019-01-01 00:19:16,2019-01-01 00:34:51,2,2.10,1,N,170,79,1,11,0.5,0.5,2,0,0.3,14.3,
1,2019-01-01 00:37:18,2019-01-01 00:46:21,1,1.30,1,N,79,45,2,8,0.5,0.5,0,0,0.3,9.3,
1,2019-01-01 00:52:37,2019-01-01 01:02:00,2,1.70,1,N,144,261,1,8,0.5,0.5,1.85,0,0.3,11.15,
2,2019-01-01 00:39:58,2019-01-01 00:52:51,1,3.05,1,N,75,233,1,11.5,0.5,0.5,2,0,0.3,14.8,
2,2019-01-01 00:54:07,2019-01-01 00:59:29,1,.75,1,N,233,162,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,2019-01-01 00:37:25,2019-01-01 00:57:39,2,3.03,1,N,164,236,2,15,0.5,0.5,0,0,0.3,16.3,
2,2019-01-01 00:05:41,2019-01-01 00:10:05,2,1.18,1,N,141,263,1,5.5,0.5,0.5,0,0,0.3,6.8,
2,2019-01-01 00:14:47,2019-01-01 00:19:15,2,1.15,1,N,262,140,2,6,0.5,0.5,0,0,0.3,7.3,
2,2019-01-01 00:19:35,2019-01-01 00:32:16,2,7.01,1,N,140,244,1,20.5,0.5,0.5,5.45,0,0.3,27.25,
2,2019-01-01 00:48:22,2019-01-01 01:06:42,1,3.40,1,N,166,262,1,15,0.5,0.5,3.26,0,0.3,19.56,
1,2019-01-01 00:40:02,2019-01-01 00:44:13,2,.70,1,N,7,7,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,2019-01-01 00:14:53,2019-01-01 00:22:41,1,.87,1,N,90,107,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:34:35,2019-01-01 01:01:54,1,3.67,1,N,113,237,2,18.5,0.5,0.5,0,0,0.3,19.8,
1,2019-01-01 00:57:31,2019-01-01 01:05:18,1,1.00,1,N,170,107,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:23:54,2019-01-01 00:36:10,1,2.86,1,N,143,24,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,2019-01-01 00:44:04,2019-01-01 00:58:45,2,2.81,1,N,151,42,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
1,2019-01-01 00:13:00,2019-01-01 00:24:06,1,1.40,1,N,163,170,1,9,0.5,0.5,2.05,0,0.3,12.35,
1,2019-01-01 00:34:21,2019-01-01 00:46:34,2,1.10,1,N,234,170,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,2019-01-01 00:30:45,2019-01-01 00:40:55,1,4.81,1,N,138,95,1,14.5,0.5,0.5,3.95,0,0.3,19.75,
2,2019-01-01 00:51:35,2019-01-01 01:13:10,1,3.95,1,N,196,197,2,17.5,0.5,0.5,0,0,0.3,18.8,
2,2019-01-01 00:07:29,2019-01-01 00:18:45,1,2.09,1,N,90,79,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,2019-01-01 00:19:39,2019-01-01 00:41:17,1,8.45,1,N,79,129,2,26,0.5,0.5,0,5.76,0.3,33.06,
2,2019-01-01 00:46:51,2019-01-01 00:50:45,1,.77,1,N,129,129,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:52:03,2019-01-01 01:07:08,1,2.84,1,N,129,7,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,2019-01-01 00:12:18,2019-01-01 00:24:55,5,3.17,1,N,161,193,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
2,2019-01-01 00:55:33,2019-01-01 01:27:52,5,2.50,1,N,164,148,1,20,0.5,0.5,0,0,0.3,21.3,
2,2019-01-01 00:17:15,2019-01-01 00:26:05,2,.80,1,N,234,234,2,7,0.5,0.5,0,0,0.3,8.3,
2,2019-01-01 00:44:32,2019-01-01 00:56:58,1,3.25,1,N,162,238,2,12,0.5,0.5,0,0,0.3,13.3,
2,2019-01-01 00:16:35,2019-01-01 00:28:00,3,2.40,1,N,249,87,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,2019-01-01 00:38:26,2019-01-01 00:42:14,3,.57,1,N,88,13,1,4.5,0.5,0.5,3,0,0.3,8.8,
2,2019-01-01 00:43:41,2019-01-01 00:50:12,3,1.07,1,N,13,87,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
2,2019-01-01 00:54:10,2019-01-01 01:27:43,3,6.15,1,N,209,239,1,26,0.5,0.5,4.1,0,0.3,31.4,
2,2019-01-01 00:16:38,2019-01-01 00:22:52,1,.71,1,N,163,162,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,2019-01-01 00:26:30,2019-01-01 00:28:48,2,.85,1,N,233,137,1,4.5,0.5,0.5,2,0,0.3,7.8,
2,2019-01-01 00:32:54,2019-01-01 00:41:52,2,1.61,1,N,137,79,2,8,0.5,0.5,0,0,0.3,9.3,
2,2019-01-01 00:44:23,2019-01-01 00:56:54,2,2.06,1,N,79,170,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,2019-01-01 00:19:15,2019-01-01 00:28:36,2,2.96,1,N,233,75,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:31:25,2019-01-01 00:42:12,2,2.04,1,N,236,239,2,10,0.5,0.5,0,0,0.3,11.3,
2,2019-01-01 00:43:01,2019-01-01 00:53:56,2,1.80,1,N,239,50,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,2019-01-01 00:55:42,2019-01-01 01:04:03,2,2.73,1,N,48,239,2,9,0.5,0.5,0,0,0.3,10.3,
1,2019-01-01 00:12:27,2019-01-01 00:25:14,0,2.10,1,N,141,143,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
1,2019-01-01 00:29:10,2019-01-01 00:35:18,3,1.40,1,N,239,166,1,7,0.5,0.5,2.05,0,0.3,10.35,
1,2019-01-01 00:39:45,2019-01-01 01:05:50,4,7.10,1,N,151,79,1,24.5,0.5,0.5,5.16,0,0.3,30.96,
2,2019-01-01 00:04:59,2019-01-01 00:18:32,1,3.32,1,N,4,140,2,12,0.5,0.5,0,0,0.3,13.3,
2,2019-01-01 00:24:06,2019-01-01 00:42:16,2,2.73,1,N,229,143,1,13.5,0.5,0.5,3.7,0,0.3,18.5,
2,2019-01-01 00:46:16,2019-01-01 00:56:05,1,2.37,1,N,143,141,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,2019-01-01 00:57:54,2019-01-01 01:05:46,2,1.60,1,N,140,233,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:11:39,2019-01-01 00:17:56,6,.69,1,N,239,142,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,2019-01-01 00:19:28,2019-01-01 00:28:13,6,1.83,1,N,142,246,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:37:43,2019-01-01 00:44:45,6,1.41,1,N,50,239,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,2019-01-01 00:45:53,2019-01-01 00:59:03,6,2.59,1,N,239,162,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,2019-01-01 00:07:45,2019-01-01 00:15:50,1,1.72,1,N,238,166,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,2019-01-01 00:23:20,2019-01-01 00:27:10,1,.87,1,N,166,151,2,5,0.5,0.5,0,0,0.3,6.3,
2,2019-01-01 00:32:33,2019-01-01 00:35:37,1,1.01,1,N,238,239,1,5,0.5,0.5,1.89,0,0.3,8.19,
2,2019-01-01 00:38:34,2019-01-01 00:50:18,1,3.48,1,N,239,74,1,12,0.5,0.5,0,0,0.3,13.3,
2,2019-01-01 00:13:53,2019-01-01 00:47:49,1,5.15,1,N,234,239,1,24,0.5,0.5,5.06,0,0.3,30.36,
2,2019-01-01 00:50:22,2019-01-01 01:00:35,1,5.25,1,N,238,244,2,16,0.5,0.5,0,0,0.3,17.3,
2,2019-01-01 00:21:35,2019-01-01 00:30:12,1,1.55,1,N,234,144,1,8,0.5,0.5,2.32,0,0.3,11.62,
2,2019-01-01 00:31:55,2019-01-01 00:39:21,1,1.53,1,N,144,158,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,2019-01-01 00:45:35,2019-01-01 00:56:57,2,2.20,1,N,114,261,2,10,0.5,0.5,0,0,0.3,11.3,
1,2019-01-01 00:22:26,2019-01-01 00:37:50,3,2.00,1,N,161,237,2,12,0.5,0.5,0,0,0.3,13.3,
1,2019-01-01 00:41:56,2019-01-01 00:44:56,3,.60,1,N,237,236,1,4.5,0.5,0.5,1.4,0,0.3,7.2,
1,2019-01-01 00:56:52,2019-01-01 01:17:24,4,5.00,1,N,43,223,2,18.5,0.5,0.5,0,0,0.3,19.8,
2,2019-01-01 00:30:04,2019-01-01 00:48:03,1,9.52,1,N,138,244,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,
1,2019-01-01 00:08:35,2019-01-01 00:20:44,1,1.70,1,N,148,137,2,9.5,0.5,0.5,0,0,0.3,10.8,
1,2019-01-01 00:25:18,2019-01-01 00:33:09,2,.80,1,N,170,234,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
1,2019-01-01 00:40:38,2019-01-01 00:43:28,1,.00,1,N,234,234,2,3.5,0.5,0.5,0,0,0.3,4.8,
1,2019-01-01 00:45:51,2019-01-01 01:00:14,2,1.80,1,N,234,148,1,10.5,0.5,0.5,0.01,0,0.3,11.81,
1,2019-01-01 00:36:55,2019-01-01 00:43:28,2,.60,1,N,236,140,2,6,0.5,0.5,0,0,0.3,7.3,
1,2019-01-01 00:46:28,2019-01-01 00:57:24,1,3.10,1,N,262,42,1,11.5,0.5,0.5,1.28,0,0.3,14.08,
2,2019-01-01 00:26:44,2019-01-01 00:54:46,1,3.71,1,N,249,237,2,18,0.5,0.5,0,0,0.3,19.3,
2,2019-01-01 00:13:44,2019-01-01 00:29:34,1,1.94,1,N,100,68,1,11.5,0.5,0.5,2.56,0,0.3,15.36,
2,2019-01-01 00:31:16,2019-01-01 00:38:52,1,.57,1,N,68,249,2,6,0.5,0.5,0,0,0.3,7.3,
2,2019-01-01 00:42:09,2019-01-01 01:05:33,1,3.72,1,N,68,229,1,17,0.5,0.5,3.66,0,0.3,21.96,
2,2019-01-01 00:28:07,2019-01-01 00:53:21,5,10.65,1,N,79,243,2,31.5,0.5,0.5,0,0,0.3,32.8,
2,2019-01-01 00:31:37,2019-01-01 00:56:17,1,3.09,1,N,237,238,1,17,0.5,0.5,3.66,0,0.3,21.96,
2,2018-12-31 20:04:04,2018-12-31 20:12:23,2,1.41,1,N,82,260,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,2018-12-31 20:07:02,2019-01-01 19:29:56,2,13.54,1,N,170,215,2,37,0.5,0.5,0,5.76,0.3,44.06,
1,2019-01-01 00:13:00,2019-01-01 00:17:28,1,.80,1,Y,148,224,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,2019-01-01 00:24:55,2019-01-01 00:27:14,1,.50,1,N,4,4,2,4,0.5,0.5,0,0,0.3,5.3,
1,2019-01-01 00:31:43,2019-01-01 00:35:30,1,.50,1,N,79,232,2,4.5,0.5,0.5,0,0,0.3,5.8,
1,2019-01-01 00:41:04,2019-01-01 01:04:58,1,4.50,1,N,148,164,1,18,0.5,0.5,3.85,0,0.3,23.15,
1,2019-01-01 00:30:10,2019-01-01 00:39:35,2,.80,1,N,161,170,1,7,0.5,0.5,50,0,0.3,58.3,
1,2019-01-01 00:54:55,2019-01-01 01:09:44,4,1.90,1,N,234,4,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,2019-01-01 00:03:38,2019-01-01 00:09:14,6,.84,1,N,239,142,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,2019-01-01 00:31:13,2019-01-01 00:34:54,6,.30,1,N,239,239,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,2019-01-01 00:41:21,2019-01-01 00:58:24,6,3.19,1,N,238,75,2,13.5,0.5,0.5,0,0,0.3,14.8,
2,2018-12-31 23:59:51,2019-01-01 00:03:48,2,.35,1,N,249,249,1,4,0.5,0.5,1.06,0,0.3,6.36,
2,2019-01-01 00:44:58,2019-01-01 00:57:06,2,1.25,1,N,164,229,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,2019-01-01 00:37:24,2019-01-01 01:00:13,5,4.80,1,N,113,189,1,19.5,0.5,0.5,4.16,0,0.3,24.96,
1,2019-01-01 00:52:14,2019-01-01 00:55:02,1,.80,1,N,50,50,1,4.5,0.5,0.5,1.4,0,0.3,7.2,
1,2019-01-01 00:59:11,2019-01-01 01:04:11,1,.70,1,N,143,239,1,5.5,0.5,0.5,1.02,0,0.3,7.82,
2,2019-01-01 00:23:10,2019-01-01 00:24:36,1,.29,1,N,231,231,2,3,0.5,0.5,0,0,0.3,4.3,
2,2019-01-01 00:25:28,2019-01-01 00:56:49,1,3.92,1,N,231,43,2,20,0.5,0.5,0,0,0.3,21.3,
1,2019-01-01 00:04:27,2019-01-01 00:27:56,2,8.20,1,N,125,165,1,26,0.5,0.5,6.6,5.76,0.3,39.66,
1,2019-01-01 00:43:06,2019-01-01 00:56:40,2,3.90,1,N,195,148,1,14,0.5,0.5,4.55,0,0.3,19.85,
1,2019-01-01 00:57:44,2019-01-01 01:15:09,2,3.50,1,N,148,25,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,2019-01-01 00:40:56,2019-01-01 01:00:51,1,4.30,1,N,144,37,2,17,0.5,0.5,0,0,0.3,18.3,
2,2019-01-01 00:18:21,2019-01-01 01:24:15,2,11.40,1,N,161,61,2,44.5,0.5,0.5,0,0,0.3,45.8,
1,2019-01-01 00:10:21,2019-01-01 00:30:38,1,5.60,1,N,161,148,2,19.5,0.5,0.5,0,0,0.3,20.8,
1,2019-01-01 00:34:49,2019-01-01 00:49:15,1,2.90,1,N,79,237,1,12,0.5,0.5,2.65,0,0.3,15.95,
1,2019-01-01 00:50:28,2019-01-01 01:11:41,2,8.20,1,N,237,95,2,24.5,0.5,0.5,0,0,0.3,25.8,
2,2019-01-01 00:09:11,2019-01-01 00:13:57,1,1.12,1,N,239,238,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,2019-01-01 00:40:16,2019-01-01 00:50:05,1,2.04,1,N,238,237,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,2019-01-01 00:54:29,2019-01-01 00:56:57,1,.36,1,N,236,236,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,2019-01-01 00:21:42,2019-01-01 00:37:48,5,2.95,1,N,161,145,2,13.5,0.5,0.5,0,0,0.3,14.8,
2,2019-01-01 00:39:07,2019-01-01 00:50:53,5,3.59,1,N,145,263,1,12.5,0.5,0.5,6,0,0.3,19.8,
2,2019-01-01 00:53:45,2019-01-01 00:57:27,5,1.06,1,N,263,141,2,5,0.5,0.5,0,0,0.3,6.3,
1,2019-01-01 00:28:48,2019-01-01 00:35:22,1,1.20,1,N,162,140,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,2019-01-01 00:24:28,2019-01-01 00:28:13,1,.48,1,N,144,211,1,4.5,0.5,0.5,1.74,0,0.3,7.54,
2,2019-01-01 00:29:45,2019-01-01 00:37:25,1,1.44,1,N,211,87,1,7,0.5,0.5,1.66,0,0.3,9.96,
2,2019-01-01 00:39:35,2019-01-01 00:46:01,1,1.12,1,N,87,13,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,2019-01-01 00:53:28,2019-01-01 01:07:06,1,1.95,1,N,231,4,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
1,2019-01-01 00:32:09,2019-01-01 01:03:28,1,6.90,1,N,13,236,2,25,0.5,0.5,0,0,0.3,26.3,
2,2019-01-01 00:12:46,2019-01-01 00:33:05,2,4.12,1,N,113,255,1,17,0.5,0.5,1,0,0.3,19.3,
2,2019-01-01 00:42:56,2019-01-01 00:52:55,2,1.52,1,N,255,37,1,8,0.5,0.5,1.86,0,0.3,11.16,
1,2019-01-01 00:15:20,2019-01-01 00:44:57,2,4.10,1,N,161,261,2,20,0.5,0.5,0,0,0.3,21.3,
2,2019-01-01 00:05:20,2019-01-01 00:09:12,1,1.14,1,N,263,141,1,5.5,0.5,0.5,2.04,0,0.3,8.84,
2,2019-01-01 00:45:23,2019-01-01 00:56:32,1,2.45,1,N,249,13,1,10,0.5,0.5,1.5,0,0.3,12.8,
