VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone,trip_duration_minutes,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_dayofweek,pickup_is_weekend,avg_speed_mph,cost_per_mile,tip_percentage,time_of_day,is_inter_borough,revenue_per_minute
1,2019-01-01 00:20:59,2019-01-01 00:34:47,2,3.0,1,N,161,238,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,Manhattan,Midtown Center,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,13.8,2019,1,1,0,1,0,13.04,4.6,0.0,Night,0,1.0
1,2019-01-01 00:38:41,2019-01-01 00:51:03,2,2.0,1,N,239,237,1,10.0,0.5,0.5,3.35,0.0,0.3,14.65,,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,12.37,2019,1,1,0,1,0,9.7,7.32,33.5,Night,0,1.18
1,2019-01-01 00:55:46,2019-01-01 01:02:22,2,1.2,1,N,237,239,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,6.6,2019,1,1,0,1,0,10.91,7.75,14.29,Night,0,1.41
2,2019-01-01 00:54:36,2019-01-01 01:11:21,1,2.63,1,N,229,234,1,12.5,0.5,0.5,4.14,0.0,0.3,17.94,,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,Union Sq,Yellow Zone,16.75,2019,1,1,0,1,0,9.42,6.82,33.12,Night,0,1.07
2,2019-01-01 00:19:44,2019-01-01 00:33:43,2,1.75,1,N,107,246,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,,Manhattan,Gramercy,Yellow Zone,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,13.98,2019,1,1,0,1,0,7.51,8.09,22.48,Night,0,1.01
2,2019-01-01 00:39:08,2019-01-01 00:45:55,1,0.92,1,N,246,90,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Flatiron,Yellow Zone,6.78,2019,1,1,0,1,0,8.14,10.6,30.0,Night,0,1.44
2,2019-01-01 00:49:39,2019-01-01 01:11:34,2,4.07,1,N,90,236,1,17.0,0.5,0.5,3.29,0.0,0.3,21.59,,Manhattan,Flatiron,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,21.92,2019,1,1,0,1,0,11.14,5.3,19.35,Night,0,0.98
2,2019-01-01 00:17:27,2019-01-01 00:39:13,1,1.49,1,N,246,48,1,13.5,0.5,0.5,3.7,0.0,0.3,18.5,,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,Manhattan,Clinton East,Yellow Zone,21.77,2019,1,1,0,1,0,4.11,12.42,27.41,Night,0,0.85
2,2019-01-01 00:41:01,2019-01-01 00:53:23,1,2.59,1,N,48,238,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,Manhattan,Clinton East,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,12.37,2019,1,1,0,1,0,12.56,4.75,0.0,Night,0,0.99
2,2019-01-01 00:58:51,2019-01-01 01:17:13,1,4.19,1,N,238,68,1,16.0,0.5,0.5,3.7,0.0,0.3,21.0,,Manhattan,Upper West Side North,Yellow Zone,Manhattan,East Chelsea,Yellow Zone,18.37,2019,1,1,0,1,0,13.69,5.01,23.12,Night,0,1.14
1,2019-01-01 00:05:14,2019-01-01 00:29:37,2,9.1,1,N,141,241,1,27.5,0.5,0.5,8.6,0.0,0.3,37.4,,Manhattan,Lenox Hill West,Yellow Zone,Bronx,Van Cortlandt Village,Boro Zone,24.38,2019,1,1,0,1,0,22.4,4.11,31.27,Night,1,1.53
1,2019-01-01 00:54:43,2019-01-01 00:59:06,2,0.7,1,N,239,239,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,4.38,2019,1,1,0,1,0,9.59,9.0,0.0,Night,0,1.44
2,2019-01-01 00:15:11,2019-01-01 00:20:03,1,0.93,1,N,163,229,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,Manhattan,Midtown North,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,4.87,2019,1,1,0,1,0,11.46,7.31,0.0,Night,0,1.4
2,2019-01-01 00:47:34,2019-01-01 01:01:52,1,1.83,1,N,162,234,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,,Manhattan,Midtown East,Yellow Zone,Manhattan,Union Sq,Yellow Zone,14.3,2019,1,1,0,1,0,7.68,7.74,22.48,Night,0,0.99
2,2019-01-01 00:13:29,2019-01-01 00:39:42,2,3.52,1,N,237,113,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,26.22,2019,1,1,0,1,0,8.05,6.58,21.44,Night,0,0.88
2,2019-01-01 00:08:38,2019-01-01 00:16:28,5,1.93,1,N,140,236,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,7.83,2019,1,1,0,1,0,14.79,6.35,28.82,Night,0,1.56
2,2019-01-01 00:18:13,2019-01-01 00:45:57,6,3.99,1,N,236,90,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56,,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Flatiron,Yellow Zone,27.73,2019,1,1,0,1,0,8.63,6.41,21.3,Night,0,0.92
2,2019-01-01 00:50:36,2019-01-01 01:01:51,5,1.12,1,N,234,79,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,Manhattan,Union Sq,Yellow Zone,Manhattan,East Village,Yellow Zone,11.25,2019,1,1,0,1,0,5.97,10.5,23.06,Night,0,1.05
1,2019-01-01 00:24:43,2019-01-01 00:28:04,1,0.6,1,N,114,158,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Meatpacking/West Village West,Yellow Zone,3.35,2019,1,1,0,1,0,10.75,9.67,0.0,Night,0,1.73
1,2019-01-01 00:48:13,2019-01-01 01:07:14,1,2.2,1,N,90,4,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,,Manhattan,Flatiron,Yellow Zone,Manhattan,Alphabet City,Yellow Zone,19.02,2019,1,1,0,1,0,6.94,6.5,0.0,Night,0,0.75
2,2019-01-01 00:19:25,2019-01-01 00:27:59,1,1.77,1,N,142,151,1,8.0,0.5,0.5,2.79,0.0,0.3,12.09,,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Manhattan Valley,Yellow Zone,8.57,2019,1,1,0,1,0,12.39,6.83,34.88,Night,0,1.41
2,2019-01-01 00:29:44,2019-01-01 00:39:58,1,2.65,1,N,151,237,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8,,Manhattan,Manhattan Valley,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,10.23,2019,1,1,0,1,0,15.54,5.21,19.05,Night,0,1.35
2,2019-01-01 00:44:06,2019-01-01 00:47:30,1,0.33,1,N,237,237,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,Manhattan,Upper East Side South,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,3.4,2019,1,1,0,1,0,5.82,16.06,0.0,Night,0,1.56
1,2019-01-01 00:30:41,2019-01-01 00:32:07,1,0.5,1,N,79,79,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,,Manhattan,East Village,Yellow Zone,Manhattan,East Village,Yellow Zone,1.43,2019,1,1,0,1,0,20.98,9.6,0.0,Night,0,3.36
1,2019-01-01 00:36:06,2019-01-01 00:55:30,3,5.4,1,Y,79,112,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,,Manhattan,East Village,Yellow Zone,Brooklyn,Greenpoint,Boro Zone,19.4,2019,1,1,0,1,0,16.7,3.67,0.0,Night,1,1.02
1,2019-01-01 00:38:49,2019-01-01 00:46:33,1,0.9,1,N,158,113,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,,Manhattan,Meatpacking/West Village West,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,7.73,2019,1,1,0,1,0,6.99,10.83,30.0,Night,0,1.26
1,2019-01-01 00:49:26,2019-01-01 00:54:06,1,0.7,1,N,113,79,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,East Village,Yellow Zone,4.67,2019,1,1,0,1,0,8.99,10.79,25.0,Night,0,1.62
1,2019-01-01 00:55:44,2019-01-01 01:06:21,1,2.1,1,N,79,229,1,9.5,0.5,0.5,2.0,0.0,0.3,12.8,,Manhattan,East Village,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,10.62,2019,1,1,0,1,0,11.86,6.1,21.05,Night,0,1.21
1,2019-01-01 00:38:42,2019-01-01 01:02:15,2,2.5,1,N,186,143,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8,,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone,23.55,2019,1,1,0,1,0,6.37,7.12,6.45,Night,0,0.76
1,2019-01-01 00:23:17,2019-01-01 00:33:22,4,1.8,1,N,142,238,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,Manhattan,Lincoln Square East,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,10.08,2019,1,1,0,1,0,10.71,5.72,0.0,Night,0,1.02
1,2019-01-01 00:37:15,2019-01-01 00:41:11,2,0.7,1,N,238,239,1,5.0,0.5,0.5,1.85,0.0,0.3,8.15,,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,3.93,2019,1,1,0,1,0,10.69,11.64,37.0,Night,0,2.07
1,2019-01-01 00:42:42,2019-01-01 00:48:02,2,0.9,1,N,239,143,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5,,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone,5.33,2019,1,1,0,1,0,10.13,9.44,30.91,Night,0,1.59
1,2019-01-01 00:50:45,2019-01-01 01:12:46,2,3.4,1,N,143,141,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone,22.02,2019,1,1,0,1,0,9.26,5.09,0.0,Night,0,0.79
2,2019-01-01 00:37:48,2019-01-01 00:53:37,1,1.8,1,N,161,137,1,11.0,0.5,0.5,2.0,0.0,0.3,14.3,,Manhattan,Midtown Center,Yellow Zone,Manhattan,Kips Bay,Yellow Zone,15.82,2019,1,1,0,1,0,6.83,7.94,18.18,Night,0,0.9
2,2019-01-01 00:18:28,2019-01-01 00:31:46,1,0.61,1,N,48,48,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,,Manhattan,Clinton East,Yellow Zone,Manhattan,Clinton East,Yellow Zone,13.3,2019,1,1,0,1,0,2.75,20.26,22.89,Night,0,0.93
2,2019-01-01 00:35:12,2019-01-01 01:13:34,1,7.47,1,N,48,49,1,28.5,0.5,0.5,0.19,0.0,0.3,29.99,,Manhattan,Clinton East,Yellow Zone,Brooklyn,Clinton Hill,Boro Zone,38.37,2019,1,1,0,1,0,11.68,4.01,0.67,Night,1,0.78
1,2019-01-01 00:19:27,2019-01-01 00:51:26,1,3.4,1,N,50,107,1,20.5,0.5,0.5,4.35,0.0,0.3,26.15,,Manhattan,Clinton West,Yellow Zone,Manhattan,Gramercy,Yellow Zone,31.98,2019,1,1,0,1,0,6.38,7.69,21.22,Night,0,0.82
1,2019-01-01 00:54:19,2019-01-01 01:00:14,1,0.7,1,N,79,148,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Manhattan,East Village,Yellow Zone,Manhattan,Lower East Side,Yellow Zone,5.92,2019,1,1,0,1,0,7.09,10.43,0.0,Night,0,1.23
2,2019-01-01 00:10:20,2019-01-01 00:25:19,1,2.36,1,N,170,114,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,Manhattan,Murray Hill,Yellow Zone,Manhattan,Greenwich Village South,Yellow Zone,14.98,2019,1,1,0,1,0,9.45,5.0,0.0,Night,0,0.79
2,2019-01-01 00:29:17,2019-01-01 00:39:16,1,1.61,1,N,114,232,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,Manhattan,Greenwich Village South,Yellow Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,9.98,2019,1,1,0,1,0,9.68,7.3,23.06,Night,0,1.18
2,2019-01-01 00:47:45,2019-01-01 01:01:18,1,2.55,1,N,148,170,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,,Manhattan,Lower East Side,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,13.55,2019,1,1,0,1,0,11.29,5.79,22.36,Night,0,1.09
1,2019-01-01 00:28:57,2019-01-01 00:45:03,1,2.3,1,N,170,141,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,,Manhattan,Murray Hill,Yellow Zone,Manhattan,Lenox Hill West,Yellow Zone,16.1,2019,1,1,0,1,0,8.57,6.94,22.17,Night,0,0.99
1,2019-01-01 00:46:22,2019-01-01 00:52:39,1,2.0,1,N,141,75,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,East Harlem South,Boro Zone,6.28,2019,1,1,0,1,0,19.11,4.4,0.0,Night,0,1.4
2,2019-01-01 00:12:31,2019-01-01 00:18:50,1,0.88,1,N,107,113,1,6.0,0.5,0.5,0.73,0.0,0.3,8.03,,Manhattan,Gramercy,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone,6.32,2019,1,1,0,1,0,8.35,9.12,12.17,Night,0,1.27
2,2019-01-01 00:46:27,2019-01-01 00:55:18,1,0.79,1,N,164,170,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,,Manhattan,Midtown South,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,8.85,2019,1,1,0,1,0,5.36,13.14,29.71,Night,0,1.17
2,2019-01-01 00:21:24,2019-01-01 00:35:35,2,1.93,1,N,43,233,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,Manhattan,Central Park,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,14.18,2019,1,1,0,1,0,8.17,6.11,0.0,Night,0,0.83
2,2019-01-01 00:23:17,2019-01-01 00:33:29,3,1.47,1,N,161,140,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,,Manhattan,Midtown Center,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone,10.2,2019,1,1,0,1,0,8.65,8.0,23.06,Night,0,1.15
2,2019-01-01 00:35:05,2019-01-01 00:37:59,2,0.71,1,N,140,140,1,4.5,0.5,0.5,1.74,0.0,0.3,7.54,,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone,2.9,2019,1,1,0,1,0,14.69,10.62,38.67,Night,0,2.6
2,2019-01-01 00:40:28,2019-01-01 00:47:46,2,1.28,1,N,140,236,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,7.3,2019,1,1,0,1,0,10.52,6.09,0.0,Night,0,1.07
2,2019-01-01 00:48:41,2019-01-01 00:55:18,2,0.93,1,N,236,236,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,6.62,2019,1,1,0,1,0,8.43,10.48,30.0,Night,0,1.47
1,2019-01-01 00:19:16,2019-01-01 00:34:51,2,2.1,1,N,170,79,1,11.0,0.5,0.5,2.0,0.0,0.3,14.3,,Manhattan,Murray Hill,Yellow Zone,Manhattan,East Village,Yellow Zone,15.58,2019,1,1,0,1,0,8.09,6.81,18.18,Night,0,0.92
1,2019-01-01 00:37:18,2019-01-01 00:46:21,1,1.3,1,N,79,45,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,Manhattan,East Village,Yellow Zone,Manhattan,Chinatown,Yellow Zone,9.05,2019,1,1,0,1,0,8.62,7.15,0.0,Night,0,1.03
1,2019-01-01 00:52:37,2019-01-01 01:02:00,2,1.7,1,N,144,261,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,World Trade Center,Yellow Zone,9.38,2019,1,1,0,1,0,10.87,6.56,23.12,Night,0,1.19
2,2019-01-01 00:39:58,2019-01-01 00:52:51,1,3.05,1,N,75,233,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8,,Manhattan,East Harlem South,Boro Zone,Manhattan,UN/Turtle Bay South,Yellow Zone,12.88,2019,1,1,0,1,0,14.21,4.85,17.39,Night,0,1.15
2,2019-01-01 00:54:07,2019-01-01 00:59:29,1,0.75,1,N,233,162,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,Midtown East,Yellow Zone,5.37,2019,1,1,0,1,0,8.38,10.88,24.73,Night,0,1.52
2,2019-01-01 00:37:25,2019-01-01 00:57:39,2,3.03,1,N,164,236,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,,Manhattan,Midtown South,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone,20.23,2019,1,1,0,1,0,8.99,5.38,0.0,Night,0,0.81
2,2019-01-01 00:05:41,2019-01-01 00:10:05,2,1.18,1,N,141,263,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,Manhattan,Lenox Hill West,Yellow Zone,Manhattan,Yorkville West,Yellow Zone,4.4,2019,1,1,0,1,0,16.09,5.76,0.0,Night,0,1.55
2,2019-01-01 00:14:47,2019-01-01 00:19:15,2,1.15,1,N,262,140,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,Manhattan,Yorkville East,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone,4.47,2019,1,1,0,1,0,15.44,6.35,0.0,Night,0,1.63
2,2019-01-01 00:19:35,2019-01-01 00:32:16,2,7.01,1,N,140,244,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25,,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Washington Heights South,Boro Zone,12.68,2019,1,1,0,1,0,33.17,3.89,26.59,Night,0,2.15
2,2019-01-01 00:48:22,2019-01-01 01:06:42,1,3.4,1,N,166,262,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56,,Manhattan,Morningside Heights,Boro Zone,Manhattan,Yorkville East,Yellow Zone,18.33,2019,1,1,0,1,0,11.13,5.75,21.73,Night,0,1.07
1,2019-01-01 00:40:02,2019-01-01 00:44:13,2,0.7,1,N,7,7,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,Queens,Astoria,Boro Zone,Queens,Astoria,Boro Zone,4.18,2019,1,1,0,1,0,10.05,8.29,0.0,Night,0,1.39
2,2019-01-01 00:14:53,2019-01-01 00:22:41,1,0.87,1,N,90,107,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,,Manhattan,Flatiron,Yellow Zone,Manhattan,Gramercy,Yellow Zone,7.8,2019,1,1,0,1,0,6.69,10.76,24.0,Night,0,1.2
2,2019-01-01 00:34:35,2019-01-01 01:01:54,1,3.67,1,N,113,237,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Upper East Side South,Yellow Zone,27.32,2019,1,1,0,1,0,8.06,5.4,0.0,Night,0,0.72
1,2019-01-01 00:57:31,2019-01-01 01:05:18,1,1.0,1,N,170,107,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,Manhattan,Murray Hill,Yellow Zone,Manhattan,Gramercy,Yellow Zone,7.78,2019,1,1,0,1,0,7.71,7.8,0.0,Night,0,1.0
2,2019-01-01 00:23:54,2019-01-01 00:36:10,1,2.86,1,N,143,24,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Bloomingdale,Yellow Zone,12.27,2019,1,1,0,1,0,13.99,4.48,0.0,Night,0,1.04
2,2019-01-01 00:44:04,2019-01-01 00:58:45,2,2.81,1,N,151,42,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,Manhattan,Manhattan Valley,Yellow Zone,Manhattan,Central Harlem North,Boro Zone,14.68,2019,1,1,0,1,0,11.49,5.89,22.08,Night,0,1.13
1,2019-01-01 00:13:00,2019-01-01 00:24:06,1,1.4,1,N,163,170,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,,Manhattan,Midtown North,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,11.1,2019,1,1,0,1,0,7.57,8.82,22.78,Night,0,1.11
1,2019-01-01 00:34:21,2019-01-01 00:46:34,2,1.1,1,N,234,170,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,,Manhattan,Union Sq,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,12.22,2019,1,1,0,1,0,5.4,11.24,22.89,Night,0,1.01
2,2019-01-01 00:30:45,2019-01-01 00:40:55,1,4.81,1,N,138,95,1,14.5,0.5,0.5,3.95,0.0,0.3,19.75,,Queens,LaGuardia Airport,Airports,Queens,Forest Hills,Boro Zone,10.17,2019,1,1,0,1,0,28.38,4.11,27.24,Night,0,1.94
2,2019-01-01 00:51:35,2019-01-01 01:13:10,1,3.95,1,N,196,197,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,,Queens,Rego Park,Boro Zone,Queens,Richmond Hill,Boro Zone,21.58,2019,1,1,0,1,0,10.98,4.76,0.0,Night,0,0.87
2,2019-01-01 00:07:29,2019-01-01 00:18:45,1,2.09,1,N,90,79,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,,Manhattan,Flatiron,Yellow Zone,Manhattan,East Village,Yellow Zone,11.27,2019,1,1,0,1,0,11.13,5.17,0.0,Night,0,0.96
2,2019-01-01 00:19:39,2019-01-01 00:41:17,1,8.45,1,N,79,129,2,26.0,0.5,0.5,0.0,5.76,0.3,33.06,,Manhattan,East Village,Yellow Zone,Queens,Jackson Heights,Boro Zone,21.63,2019,1,1,0,1,0,23.44,3.91,0.0,Night,1,1.53
2,2019-01-01 00:46:51,2019-01-01 00:50:45,1,0.77,1,N,129,129,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,Queens,Jackson Heights,Boro Zone,Queens,Jackson Heights,Boro Zone,3.9,2019,1,1,0,1,0,11.85,8.18,0.0,Night,0,1.62
2,2019-01-01 00:52:03,2019-01-01 01:07:08,1,2.84,1,N,129,7,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,,Queens,Jackson Heights,Boro Zone,Queens,Astoria,Boro Zone,15.08,2019,1,1,0,1,0,11.3,4.86,0.0,Night,0,0.92
2,2019-01-01 00:12:18,2019-01-01 00:24:55,5,3.17,1,N,161,193,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,Manhattan,Midtown Center,Yellow Zone,Queens,Queensbridge/Ravenswood,Boro Zone,12.62,2019,1,1,0,1,0,15.07,5.22,22.08,Night,1,1.31
2,2019-01-01 00:55:33,2019-01-01 01:27:52,5,2.5,1,N,164,148,1,20.0,0.5,0.5,0.0,0.0,0.3,21.3,,Manhattan,Midtown South,Yellow Zone,Manhattan,Lower East Side,Yellow Zone,32.32,2019,1,1,0,1,0,4.64,8.52,0.0,Night,0,0.66
2,2019-01-01 00:17:15,2019-01-01 00:26:05,2,0.8,1,N,234,234,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,Manhattan,Union Sq,Yellow Zone,Manhattan,Union Sq,Yellow Zone,8.83,2019,1,1,0,1,0,5.44,10.38,0.0,Night,0,0.94
2,2019-01-01 00:44:32,2019-01-01 00:56:58,1,3.25,1,N,162,238,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,Manhattan,Midtown East,Yellow Zone,Manhattan,Upper West Side North,Yellow Zone,12.43,2019,1,1,0,1,0,15.69,4.09,0.0,Night,0,1.07
2,2019-01-01 00:16:35,2019-01-01 00:28:00,3,2.4,1,N,249,87,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,,Manhattan,West Village,Yellow Zone,Manhattan,Financial District North,Yellow Zone,11.42,2019,1,1,0,1,0,12.61,5.65,22.6,Night,0,1.19
2,2019-01-01 00:38:26,2019-01-01 00:42:14,3,0.57,1,N,88,13,1,4.5,0.5,0.5,3.0,0.0,0.3,8.8,,Manhattan,Financial District South,Yellow Zone,Manhattan,Battery Park City,Yellow Zone,3.8,2019,1,1,0,1,0,9.0,15.44,66.67,Night,0,2.32
2,2019-01-01 00:43:41,2019-01-01 00:50:12,3,1.07,1,N,13,87,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,,Manhattan,Battery Park City,Yellow Zone,Manhattan,Financial District North,Yellow Zone,6.52,2019,1,1,0,1,0,9.85,9.11,30.0,Night,0,1.5
2,2019-01-01 00:54:10,2019-01-01 01:27:43,3,6.15,1,N,209,239,1,26.0,0.5,0.5,4.1,0.0,0.3,31.4,,Manhattan,Seaport,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,33.55,2019,1,1,0,1,0,11.0,5.11,15.77,Night,0,0.94
2,2019-01-01 00:16:38,2019-01-01 00:22:52,1,0.71,1,N,163,162,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,,Manhattan,Midtown North,Yellow Zone,Manhattan,Midtown East,Yellow Zone,6.23,2019,1,1,0,1,0,6.84,12.34,24.33,Night,0,1.41
2,2019-01-01 00:26:30,2019-01-01 00:28:48,2,0.85,1,N,233,137,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8,,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,Kips Bay,Yellow Zone,2.3,2019,1,1,0,1,0,22.17,9.18,44.44,Night,0,3.39
2,2019-01-01 00:32:54,2019-01-01 00:41:52,2,1.61,1,N,137,79,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,Manhattan,Kips Bay,Yellow Zone,Manhattan,East Village,Yellow Zone,8.97,2019,1,1,0,1,0,10.77,5.78,0.0,Night,0,1.04
2,2019-01-01 00:44:23,2019-01-01 00:56:54,2,2.06,1,N,79,170,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,,Manhattan,East Village,Yellow Zone,Manhattan,Murray Hill,Yellow Zone,12.52,2019,1,1,0,1,0,9.87,6.58,22.6,Night,0,1.08
2,2019-01-01 00:19:15,2019-01-01 00:28:36,2,2.96,1,N,233,75,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,East Harlem South,Boro Zone,9.35,2019,1,1,0,1,0,18.99,3.99,0.0,Night,0,1.26
2,2019-01-01 00:31:25,2019-01-01 00:42:12,2,2.04,1,N,236,239,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone,10.78,2019,1,1,0,1,0,11.35,5.54,0.0,Night,0,1.05
2,2019-01-01 00:43:01,2019-01-01 00:53:56,2,1.8,1,N,239,50,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Clinton West,Yellow Zone,10.92,2019,1,1,0,1,0,9.89,7.2,22.74,Night,0,1.19
